title,field_lengdegrad,field_breddegrad,field_skolenavn,field_epostadresse,field_postnummer_skole,field_post,field_webside
Node 423,18.9543311752391,69.6551143232656,Tromsø Maritime skole,postmottak@tffk.no,9009,TROMSØ,www.tos-mar.vgs.no
Node 424,10.395678973379699,63.4286467178082,Trondheim katedralskole,postmottak@trondelagfylke.no,7013,TRONDHEIM,www.trondheim-katedral.vgs.no/
Node 425,5.73924618581571,58.8831336532225,Tryggheim Forus AS,post@tryggheimforus.no,4315,SANDNES,www.tryggheimforus.no
Node 426,5.6361655728945195,58.6735017126214,Tryggheim vidaregåande skule,post@tryggheim.no,4365,NÆRBØ,www.tryggheim.no
Node 427,12.256285217626901,61.3107799392261,Trysil videregående skole,,2420,TRYSIL,www.trysil.vgs.no/
Node 428,11.481876776019199,64.01442658315071,Trøndelag voksenopplæring,postmottak@trondelagfylke.no,7725,STEINKJER,
Node 429,8.934080073808829,58.6283173495473,Tvedestrand videregående skole,postmottak@agderfk.no,4900,TVEDESTRAND,www.tvedestrandamli.vgs.no
Node 430,8.92806724800338,58.621955642905505,Tvedestrand videregående skole,postmottak@agderfk.no,4900,TVEDESTRAND,www.tvedestrandamli.vgs.no
Node 431,5.78269815785912,59.3420644181193,Tveit vidaregåande skule,kontor@tveit.vgs.no,5560,NEDSTRAND,
Node 432,10.1695361160692,60.0709541829749,Tyrifjord videregående skole,post@tyrifjord.vgs.no,3530,RØYSE,www.tyrifjord.vgs.no
Node 433,10.405147478927198,59.2666808422919,Tønsberg Bibelskole AS,bibelskole@tonsbergfrikirke.no,3126,TØNSBERG,
Node 434,10.663453096977099,59.931133662693995,Ullern videregående skole,postmottak@oslo.kommune.no,379,OSLO,ullern.vgs.no
Node 435,10.8506748825632,59.8857888670038,Ulsrud videregående skole,postmottak@oslo.kommune.no,688,OSLO,ulsrud.vgs.no
Node 436,5.88288170820663,62.3402367031126,Ulstein vidaregåande skule,post@mrfylke.no,6065,ULSTEINVIK,www.ulstein.vgs.no/
Node 437,8.93170852901184,60.7035226031285,Ung Invest Aib,post@viken.no,3550,GOL,
Node 438,9.97620853942897,59.9475257543684,Ung Invest Aib,post@viken.no,3370,VIKERSUND,www.ai-modum.bu.no/
Node 439,10.2618361792529,60.2003799964521,Ung Invest Aib,post@viken.no,3516,HØNEFOSS,www.ai-ringerike.bu.no/
Node 440,9.627471626916051,59.67810155280561,Ung Invest Aib,post@viken.no,3617,KONGSBERG,
Node 441,10.260334599664901,59.7227909871066,Ung Invest Aib,post@viken.no,3039,DRAMMEN,www.ai-drammen.bu.no
Node 442,6.3219560209145405,62.4653059948633,Upa skole,post@mrfylke.no,6017,ÅLESUND,
Node 443,10.7607785138127,59.9133997973651,Urtehagen videregående Privatskole,,188,OSLO,
Node 444,29.738747728794102,70.07807695689961,Vadsø videregående skole,postmottak@tffk.no,9800,VADSØ,www.vadso.vgs.no/
Node 445,11.4233480129354,64.7858142096693,Val Skoler AS,post@val.vgs.no,7970,KOLVEREID,www.val.vgs.no/
Node 446,9.30755963996817,60.96855571780371,Valdres vidaregåande skule,,2920,LEIRA I VALDRES,www.valdres.vgs.no/
Node 447,10.806215285118599,59.918718098822005,Valle Hovin videregående skole,postmottak@oslo.kommune.no,663,OSLO,vallehovin.vgs.no/
Node 448,10.526955598435901,59.901284762044796,Valler videregående skole,post@viken.no,1338,SANDVIKA,www.valler.vgs.no
Node 449,5.29023834055313,59.4116419376931,Vardafjell videregående skole,firmapost@rogfk.no,5532,HAUGESUND,vardafjell-vgs@skole.rogfk.no
Node 450,31.103784584014395,70.37161577079141,Vardø videregående skole,postmottak@tffk.no,9950,VARDØ,www.vardo.vgs.no/
Node 451,7.97160152912058,58.2771389109176,Vennesla videregående skole,postmottak@agderfk.no,4700,VENNESLA,www.vennesla.vgs.no/
Node 452,11.501832742486998,63.796576376050794,Verdal videregående skole,postmottak@trondelagfylke.no,7654,VERDAL,www.verdal.vgs.no/
Node 453,6.91996018612317,62.308558049991504,Vestborg Vgs,info@vestborg.no,6200,STRANDA,www.vestborg.no
Node 454,10.7589402696398,59.6067538113586,Vestby videregående skole,post@viken.no,1540,VESTBY,vestby.vgs.no
Node 455,10.415938151964001,59.265441221234,Vestfold og Telemark fylkeskommune,post@vtfk.no,3126,TØNSBERG,
Node 456,9.612507303879221,59.215984654592,Vestfold og Telemark fylkeskommune,post@vtfk.no,3715,SKIEN,
Node 457,10.4159381515229,59.2654412213771,Vestfold og Telemark fylkeskommune avd Tønsberg,post@vtfk.no,3126,TØNSBERG,
Node 458,13.623431410940599,68.1458870594734,Vest-Lofoten videregående skole,post@nfk.no,8370,LEKNES,www.vest-lofoten.vgs.no/
Node 459,8.62034545648193,59.48254457992189,Vest-Telemark vidaregåande skule,post@vtfk.no,3840,SELJORD,www.bo.vgs.no/
Node 460,7.98769337601125,59.446612500586795,Vest-Telemark vidaregåande skule,post@vtfk.no,3880,DALEN,www.vest-telemark.vgs.no
Node 461,9.73425746279542,61.59814032119921,Vinstra vidaregåande skule,,2640,VINSTRA,www.vinstra.vgs.no/
Node 462,6.16827978647269,59.150739839439794,Vinterlandbruksskulen i Ryfylke,kontor@vlr.no,4137,ÅRDAL I RYFYLKE,www.vlr.no
Node 463,5.67083947063167,58.801233652277006,Vinterlandbruksskulen på Jæren,post@vlj.no,4351,KLEPPE,
Node 464,6.07264564670601,62.1500278621414,Volda vidaregåande skule,post@mrfylke.no,6102,VOLDA,www.volda.vgs.no/
Node 465,6.42604833662691,60.6269531182424,Voss gymnas,post@vlfk.no,5700,VOSS,www.hordaland.no/vossgymnas
Node 466,6.437149072653001,60.65025098172179,Voss vidaregåande skule,post@vlfk.no,5710,SKULESTADMO,www.hordaland.no/vossvgs/
Node 467,5.7409358462823405,58.8507139707652,Vågen videregående skole,firmapost@rogfk.no,4306,SANDNES,www.vågen.vgs.no
Node 468,7.9560027722334405,58.1256852933255,Vågsbygd videregående skole,postmottak@agderfk.no,4621,KRISTIANSAND S,www.vagsbygd.vgs.no
Node 469,10.928957622774501,59.2125641708898,Wang Fredrikstad AS,petter.wilhelmsen@wang.no,1671,KRÅKERØY,www.wang.no
Node 470,11.038109557839599,60.80167482099421,Wang Hamar AS,ee@wang.no,2316,HAMAR,www.wang.no
Node 471,5.700059725073871,58.954602454357605,Wang Toppidrett Stavanger AS,steffen.uldal@wang.no,4021,STAVANGER,www.wang.no
Node 472,10.4157333293472,59.295024690528706,Wang Tønsberg AS,tonsberg@wang.no,3122,TØNSBERG,www.wang.no
Node 473,10.7242733769192,59.914736422881205,Wang videregående Skole/ Wang Toppidrett,wang@wang.no,253,OSLO,www.wang.no
Node 474,11.2334617454443,64.8696082445279,Ytre Namdal videregående skole,postmottak@trondelagfylke.no,7900,RØRVIK,www.ytre-namdal.vgs.no/
Node 475,5.67141622019506,58.800817346078,Øksnevad vidaregåande skole,firmapost@rogfk.no,4351,KLEPPE,oksnevad-vgs@skole.rogfk.no
Node 476,5.81603390252571,59.606708048007604,Ølen vidaregåande skule,firmapost@rogfk.no,5580,ØLEN,www.olen.vgs.no/
Node 477,6.129981199488999,62.1959896304898,Ørsta vidaregåande skule,post@mrfylke.no,6153,ØRSTA,www.orsta.vgs.no/
Node 478,12.0083921643613,60.1949757412197,Øvrebyen videregående skole,,2213,KONGSVINGER,www.ovrebyen.vgs.no
Node 479,7.876445980633821,58.2877007755597,Øvrebø videregående skole AS,pov@ovrebo.vgs.no,4715,ØVREBØ,www.ovrebo.vgs.no
Node 480,10.275355217827,63.23680925109551,Øya videregående skole,oya@oya.vgs.no,7228,KVÅL,www.oya.vgs.no
Node 481,9.079207879832081,61.133644604084104,Øystre Slidre Lærlingeverksemda,post@oystre-slidre.kommune.no,2940,HEGGENES,
Node 482,10.221668449990199,63.96564515221851,Åfjord videregående skole,postmottak@trondelagfylke.no,7170,ÅFJORD,www.afjord.vgs.no/
Node 483,5.19801784001919,59.256652431583795,Åkrehamn vidaregåande skole,firmapost@rogfk.no,4270,ÅKREHAMN,www.akrehamn.vgs.no
Node 484,8.54795261972777,60.6290883377398,Ål vidaregåande skole,post@viken.no,3570,ÅL,www.al.vgs.no
Node 485,6.148903295861531,62.471680917300795,Ålesund videregående skole,post@mrfylke.no,6004,ÅLESUND,www.alesund.vgs.no/
Node 486,7.800153417931599,61.30843241059879,Årdal vidaregåande skule,post@vlfk.no,6884,ØVRE ÅRDAL,www.ardal.vgs.no/
Node 487,5.34041419462963,60.3749309557472,Årstad videregående skole,post@vlfk.no,5053,BERGEN,skole.hfk.no/arstadvgs
Node 488,10.795760311057,59.6632519882726,Ås videregående skole,post@viken.no,1435,ÅS,www.aas.vgs.no/
Node 489,5.34094056830098,60.474803140042496,Åsane vidaregåande skule,post@vlfk.no,5131,NYBORG,skole.hfk.no/asanevgs
Node 490,10.1207403463766,59.7570863741527,Åssiden videregående skole,post@viken.no,3028,DRAMMEN,www.assiden.vgs.no/
